"PlayerID","Date","Player","Position","TERMS","dummy_Pos","contractYears","dummy_contract","contract_value","dummy_value"
1146,"JUN 13 2023","Raimel Tapia","LF","Signed a contract with Milwaukee (MIL)",3,NA,NA,NA,NA
1147,"DEC 1 2021","Raisel Iglesias","RP","Signed a 4 year $58 million contract with Los Angeles (LAA)",1,4,2,58,3
1168,"DEC 27 2022","Rich Hill","SP","Signed a 1 year $8 million contract with Pittsburgh (PIT)",1,1,1,8,3
1168,"DEC 1 2021","Rich Hill","SP","Signed a 1 year $5 million contract with Boston (BOS)",1,1,1,5,3
1180,"FEB 17 2023","Robbie Grossman","RF","Signed a 1 year $2 million contract with Texas (TEX)",3,1,1,2,1
1181,"NOV 29 2021","Robbie Ray","SP","Signed a 5 year $115 million contract with Seattle (SEA)",1,5,2,115,3
1187,"NOV 30 2021","Roberto Perez","C","Signed a 1 year $5 million contract with Pittsburgh (PIT)",2,1,1,5,3
1188,"MAR 12 2022","Robinson Chirinos","C","Signed a 1 year $900,000 contract with Baltimore (BAL)",2,1,1,NA,NA
1191,"JUL 21 2022","Roman Quinn","CF","Signed a contract with Tampa Bay (TB)",3,NA,NA,NA,NA
1200,"DEC 13 2022","Ross Stripling","SP","Signed a 2 year $25 million contract with San Francisco (SF), including a player opt-out available after 2023",1,2,1,25,3
1201,"NOV 30 2021","Rougned Odor","2B","Signed a 1 year contract with Baltimore (BAL)",2,1,1,NA,NA
1225,"JUL 17 2023","Ryan Tepera","RP","Signed a contract with St. Louis (STL)",1,NA,NA,NA,NA
1225,"MAR 17 2022","Ryan Tepera","RP","Signed a 2 year $14 million contract with Los Angeles (LAA)",1,2,1,14,3
1230,"DEC 13 2022","Ryan Yarbrough","SP","Signed a 1 year $3 million contract with Kansas City (KC)",1,1,1,3,1
1257,"MAR 16 2022","Sean Doolittle","RP","Signed a 1 year $1.5 million contract with Washington (WSH)",1,1,1,1.5,1
1260,"DEC 12 2022","Sean Manaea","SP","Signed a 2 year $25 million contract with San Francisco (SF), including a player opt-out after 2023",1,2,1,25,3
1270,"JUN 27 2022","Sergio Romo","RP","Signed a contract with Toronto (TOR)",1,NA,NA,NA,NA
1270,"MAR 23 2022","Sergio Romo","RP","Signed a 1 year $2 million contract with Seattle (SEA)",1,1,1,2,1
1275,"DEC 19 2022","Seth Lugo","SP","Signed a 2 year $15 million contract with San Diego (SD), including a player opt-out available after 2023",1,2,1,15,3
1286,"NOV 29 2022","Shelby Miller","RP","Signed a 1 year $1.5 million contract with Los Angeles (LAD)",1,1,1,1.5,1
1298,"NOV 27 2021","Starling Marte","RF","Signed a 4 year $78 million contract with New York (NYM)",3,4,2,78,3
1306,"MAR 23 2022","Stephen Vogt","C","Signed a 1 year $850,000 contract with Oakland (OAK)",2,1,1,NA,NA
1307,"MAR 12 2022","Steve Cishek","RP","Signed a 1 year $1.75 million contract with Washington (WSH)",1,1,1,1.75,1
1310,"NOV 24 2021","Steven Matz","SP","Signed a 4 year $44 million contract with St. Louis (STL)",1,4,2,44,3
1318,"DEC 6 2022","Taijuan Walker","SP","Signed a 4 year $72 million contract with Philadelphia (PHI)",1,4,2,72,3
1326,"DEC 1 2021","Taylor Clarke","RP","Signed a 1 year $975,000 contract with Kansas City (KC)",1,1,1,NA,NA
1332,"DEC 23 2022","Taylor Rogers","RP","Signed a 3 year $33 million contract with San Francisco (SF)",1,3,2,33,3
1346,"MAR 13 2022","Tim Locastro","OF","Signed a 1 year $900,000 contract with New York (NYY)",3,1,1,NA,NA
1353,"JAN 19 2023","Tommy La Stella","2B","Signed a 1 year $720,000 contract with Seattle (SEA)",2,1,1,NA,NA
1356,"JAN 18 2023","Tommy Pham","LF","Signed a 1 year $6 million contract with New York (NYM)",3,1,1,6,3
1356,"MAR 23 2022","Tommy Pham","LF","Signed a 1 year $7.5 million contract with Cincinnati (CIN), including a mutual option for 2023",3,1,1,7.5,3
1371,"DEC 8 2022","Trea Turner","SS","Signed an 11 year $300 million contract with Philadelphia (PHI)",2,11,2,300,3
1380,"DEC 16 2022","Trevor May","RP","Signed a 1 year $7 million contract with Oakland (OAK)",1,1,1,7,3
1385,"MAR 20 2022","Trevor Story","SS","Signed a 6 year $140 million contract with Boston (BOS)",2,6,2,140,3
1386,"DEC 9 2022","Trevor Williams","RP","Signed a 2 year $13 million contract with Washington (WSH)",1,2,1,13,3
1388,"JAN 14 2023","Trey Mancini","OF","Signed a 2 year $14 million contract with Chicago (CHC), including a player opt-out after 2023",3,2,1,14,3
1391,"DEC 30 2022","Tucker Barnhart","C","Signed a 2 year $6.5 million contract with Chicago (CHC), including a player opt-out available after 2023",2,2,1,6.5,3
1397,"NOV 15 2022","Tyler Anderson","SP","Signed a 3 year $39 million contract with Los Angeles (LAA)",1,3,2,39,3
1397,"MAR 18 2022","Tyler Anderson","SP","Signed a 1 year $8 million contract with Los Angeles (LAD)",1,1,1,8,3
1434,"JAN 4 2023","Wade Miley","SP","Signed a 1 year $4.5 million contract with Milwaukee (MIL), including a $10M option for 2024",1,1,1,4.5,3
1443,"DEC 22 2022","Wil Myers","1B","Signed a 1 year $7.5 million contract with Cincinnati (CIN), including a mutual option for 2024",2,1,1,7.5,3
1454,"DEC 7 2022","Willson Contreras","C","Signed a 5 year $87.5 million contract with St. Louis (STL), plus a club option for 2028",2,5,2,87.5,3
1462,"DEC 8 2022","Xander Bogaerts","SS","Signed an 11 year $280 million contract with San Diego (SD)",2,11,2,280,3
1467,"NOV 30 2021","Yan Gomes","C","Signed a 2 year $13 million contract with Chicago (CHC)",2,2,1,13,3
1474,"NOV 27 2021","Yimi Garcia","RP","Signed a 2 year $11 million contract with Toronto (TOR)",1,2,1,11,3
1486,"MAR 12 2022","Yusei Kikuchi","SP","Signed a 3 year $36 million contract with Toronto (TOR)",1,3,2,36,3
1491,"JAN 4 2023","Zach Davies","SP","Signed a 1 year $5 million contract with Arizona (ARI), including a mutual option for 2024",1,1,1,5,3
1491,"MAR 22 2022","Zach Davies","SP","Signed a 1 year $4.5 million contract with Arizona (ARI)",1,1,1,4.5,3
1492,"DEC 1 2022","Zach Eflin","SP","Signed a 3 year $40 million contract with Tampa Bay (TB). The largest total value contract in Tampa Bay Rays history at the time of signing.",1,3,2,40,3
1502,"JAN 30 2023","Zack Greinke","SP","Signed a 1 year $8.5 million contract with Kansas City (KC)",1,1,1,8.5,3
1502,"MAR 16 2022","Zack Greinke","SP","Signed a 1 year $13 million contract with Kansas City (KC)",1,1,1,13,3
1546,"NOV 29 2022","Stone Garrett","LF","Signed a 1 year contract with Washington (WSH)",3,1,1,NA,NA
1607,"DEC 26 2022","Jackson Stephens","RP","Signed a 1 year $740,000 contract with Atlanta (ATL)",1,1,1,NA,NA
1635,"NOV 24 2021","Nick Plummer","OF","Signed a contract with New York (NYM)",3,NA,NA,NA,NA
1699,"MAY 14 2022","Robinson Cano","DH","Signed a contract with San Diego (SD)",4,NA,NA,NA,NA
1732,"NOV 27 2022","Mike Clevinger","SP","Signed a 1 year $12 million contract with Chicago (CHW), including a $12M mutual option for 2024",1,1,1,12,3
1769,"NOV 28 2022","Trevor Gott","RP","Signed a 1 year $1.2 million contract with Seattle (SEA)",1,1,1,1.2,1
1769,"NOV 3 2021","Trevor Gott","RP","Signed a 1 year $725,000 contract with Milwaukee (MIL)",1,1,1,NA,NA
1788,"DEC 6 2022","Tommy Kahnle","RP","Signed a 2 year $11.5 million contract with New York (NYY)",1,2,1,11.5,3
1810,"MAR 16 2022","Nick Martinez","RP","Signed a 4 year $25.5 million contract with San Diego (SD)",1,4,2,25.5,3
1862,"NOV 10 2022","Robert Suarez","RP","Signed a 5 year $46 million contract with San Diego (SD)",1,5,2,46,3
1868,"MAR 16 2022","Tyler Thornburg","RP","Signed a 1 year $900k contract with Atlanta (ATL)",1,1,1,NA,NA
1872,"MAR 11 2022","Drew VerHagen","RP","Signed a 2 year $5.5 million contract with St. Louis (STL)",1,2,1,5.5,3
1873,"DEC 7 2022","Justin Verlander","SP","Signed a 2 year $86.6 million contract with New York (NYM), including a $35 million vesting option for 2025",1,2,1,86.6,3
1873,"NOV 17 2021","Justin Verlander","SP","Signed a 2 year $50 million contract with Houston (HOU)",1,2,1,50,3
1892,"NOV 29 2021","Kirby Yates","RP","Signed a 2 year $8.25 million contract with Atlanta (ATL)",1,2,1,8.25,3
1897,"JUL 21 2022","Trevor Rosenthal","RP","Signed a 1 year $4.5 million contract with San Francisco (SF)",1,1,1,4.5,3
1921,"NOV 23 2022","Blake Perkins","RF","Signed a contract with Milwaukee (MIL)",3,NA,NA,NA,NA
1947,"DEC 20 2022","Drew Rucinski","SP","Signed a 1 year $3 million contract with Oakland (OAK), including a $5M club option for 2024",1,1,1,3,1
1963,"DEC 6 2022","Guillermo Zuniga","P","Signed a contract with St. Louis (STL)",1,NA,NA,NA,NA
2031,"DEC 16 2022","Scott McGough","RP","Signed a 2 year $6.25 million contract with Arizona (ARI), including a mutual option for 2025",1,2,1,6.25,3
2043,"DEC 6 2022","Vincent Velasquez","SP","Signed a 1 year $3.15 million contract with Pittsburgh (PIT)",1,1,1,3.15,1
2043,"MAR 13 2022","Vincent Velasquez","SP","Signed a 1 year $3 million contract with Chicago (CHW)",1,1,1,3,1
2049,"FEB 16 2023","Yu-Cheng Chang","SS","Signed a 1 year $850,000 contract with Boston (BOS)",2,1,1,NA,NA
2050,"NOV 25 2021","Yoshitomo Tsutsugo","1B","Signed a 1 year $4 million contract with Pittsburgh (PIT)",2,1,1,4,2
2051,"NOV 15 2021","Manuel Pina","C","Signed a 2 year $8 million contract with Atlanta (ATL)",2,2,1,8,3
1448,"MAR 4 2023","Will M. Smith","RP","Signed a 1 year $1.5 million contract with Texas (TEX)",1,1,1,1.5,1
5,"JAN 8 2023","AJ Pollock","LF","Signed a 1 year $7 million contract with Seattle (SEA)",3,1,1,7,3
192,"JAN 6 2023","Brent Honeywell Jr.","RP","Signed a 1 year contract with San Diego (SD)",1,1,1,NA,NA
989,"DEC 1 2022","Matthew Boyd","SP","Signed a 1 year $10 million contract with Detroit (DET)",1,1,1,10,3
989,"MAR 17 2022","Matthew Boyd","SP","Signed a 1 year $5.2 million contract with San Francisco (SF)",1,1,1,5.2,3
349,"MAR 15 2022","Daniel Vogelbach","DH","Signed a 1 year contract with Pittsburgh (PIT)",4,1,1,NA,NA
917,"DEC 1 2021","Luis A. Garcia","RP","Signed a 2 year $7 million contract with San Diego (SD)",1,2,1,7,3
1762,"DEC 1 2021","Luis A. Garcia","RP","Signed a 2 year $7 million contract with San Diego (SD)",1,2,1,7,3
917,"DEC 1 2021","Luis A. Garcia","RP","Signed a 2 year $7 million contract with San Diego (SD)",1,2,1,7,3
1762,"DEC 1 2021","Luis A. Garcia","RP","Signed a 2 year $7 million contract with San Diego (SD)",1,2,1,7,3
